FID IID BirthYear MumID
1 2867 1993 2214
1 2868 1993 2169
1 2869 1993 2368
1 2870 1993 2368
1 2871 1993 2523
1 2873 1993 2167
1 2875 1993 2706
1 2881 1993 2355
1 2882 1993 2465
1 2885 1993 2177
1 2887 1993 2069
1 2888 1993 1660
1 2893 1993 1242
1 2894 1993 1242
1 2898 1993 1262
1 2899 1993 1262
1 2906 1993 2278
1 2909 1993 2536
1 2910 1993 1880
1 2911 1993 2245
1 2912 1993 1288
1 2913 1993 1288
1 2915 1993 2534
1 2916 1993 1554
1 2917 1993 1554
1 2919 1993 2663
1 2920 1993 1877
1 2922 1993 2447
1 2926 1993 1079
1 2928 1993 2358
1 2932 1993 2073
1 2933 1993 1784
1 2935 1993 1834
1 2937 1993 2641
1 2938 1993 2608
1 2939 1993 2698
1 2941 1993 2351
1 2943 1993 2707
1 2945 1993 2076
1 2962 1993 2365
1 2963 1993 2377
1 2964 1993 2073
1 2818 1993 2172
1 2822 1993 2163
1 2823 1993 577
1 2824 1993 577
1 2829 1993 2462
1 2830 1993 2066
1 2833 1993 2170
1 2834 1993 2353
1 2808 1993 1246
1 2809 1993 1246
1 2811 1993 2146
1 2812 1993 2479
1 2817 1993 2409
1 2842 1993 1664
1 2846 1993 2236
1 3011 1994 2358
1 3012 1994 2363
1 3005 1994 2360
1 3008 1994 2431
1 3018 1994 2676
1 3021 1994 2365
1 3013 1994 2364
1 3014 1994 1825
1 3047 1994 1259
1 3053 1994 1255
1 3054 1994 1899
1 3056 1994 2376
1 3058 1994 2236
1 3059 1994 2421
1 3060 1994 2359
1 3062 1994 2644
1 3065 1994 2323
1 3071 1994 2075
1 3072 1994 2536
1 3074 1994 2373
1 3075 1994 2342
1 3076 1994 2375
1 3077 1994 1072
1 3078 1994 2366
1 3083 1994 1821
1 3084 1994 1663
1 3085 1994 2069
1 3086 1994 1649
1 3087 1994 1649
1 3090 1994 1225
1 3094 1994 1877
1 3095 1994 2073
1 3096 1994 2073
