FID IID BirthYear MumID
1 4355 2000 2829
1 4356 2000 2829
1 5121 2002 2830
1 3722 1997 2830
1 3478 1996 2830
1 3946 1998 2830
1 3289 1995 2830
1 4203 1999 2830
1 4367 2000 2830
1 3684 1997 2834
1 3932 1998 2834
1 5877 2004 2834
1 4205 1999 2834
1 3471 1996 2834
1 4206 1999 2834
1 3933 1998 2834
1 5878 2004 2834
1 3724 1997 2841
1 4195 1999 2841
1 3718 1997 2842
1 3466 1996 2842
1 3467 1996 2842
1 3734 1997 2843
1 3504 1996 2843
1 3653 1997 2847
1 4362 2000 2847
1 4171 1999 2847
1 4415 2000 2853
1 3936 1998 2853
1 3717 1997 2853
1 3403 1996 2853
1 3760 1997 2860
1 4184 1999 2861
1 4351 2000 2861
1 3696 1997 2861
1 3878 1998 2861
1 4352 2000 2861
1 3429 1996 2861
1 3950 1998 2861
1 4232 1999 2873
1 3488 1996 2873
1 3747 1997 2873
1 4438 2000 2873
1 3994 1998 2873
1 4236 1999 2892
1 4024 1998 2892
1 3995 1998 2898
1 3733 1997 2898
1 3774 1997 2899
1 4057 1998 2899
1 3434 1996 2903
1 3819 1997 2903
1 4010 1998 2906
1 3755 1997 2906
1 4224 1999 2908
1 4225 1999 2908
1 3232 1995 2908
1 5521 2003 2908
1 5522 2003 2908
1 4400 2000 2908
1 3739 1997 2908
1 5130 2002 2908
1 3740 1997 2908
1 4401 2000 2908
1 3763 1997 2921
1 4029 1998 2921
1 4030 1998 2921
1 5541 2003 2927
1 4475 2000 2927
1 4253 1999 2927
1 3709 1997 2931
1 3937 1998 2941
1 3729 1997 2941
1 3938 1998 2941
1 4334 2000 2941
1 4333 2000 2941
1 3926 1998 2963
1 4453 2000 2963
1 3925 1998 2963
1 3814 1997 2963
1 3394 1995 2964
1 4167 1999 3002
1 4339 2000 3009
1 5058 2002 3009
1 6487 2006 3009
1 4191 1999 3009
1 5544 2003 3009
1 3750 1997 3009
1 3941 1998 3009
1 3420 1996 3009
1 3639 1997 3014
1 3513 1996 3014
1 3786 1997 3027
1 4003 1998 3027
1 3421 1996 3033
1 3708 1997 3048
1 4174 1999 3048
1 3442 1996 3048
1 5073 2002 3076
1 4368 2000 3076
1 5483 2003 3076
1 4216 1999 3076
1 5484 2003 3076
1 3736 1997 3076
1 3414 1996 3076
1 3439 1996 3111
1 4434 2000 3111
1 4041 1998 3111
1 3816 1997 3111
1 3661 1997 3121
1 4242 1999 3121
1 4178 1999 3123
1 3494 1996 3123
1 3647 1997 3123
1 4201 1999 3129
1 4012 1998 3129
1 5545 2003 3198
1 5111 2002 3198
1 4473 2000 3198
1 4064 1998 3198
1 4251 1999 3198
1 3671 1997 3199
1 3996 1998 3199
1 5061 2002 3201
1 5446 2003 3201
1 5749 2004 3201
1 3487 1996 3201
1 4344 2000 3201
1 5447 2003 3201
1 4158 1999 3201
1 3657 1997 3202
1 4172 1999 3202
1 5440 2003 3202
1 5972 2004 3202
1 5441 2003 3202
1 4363 2000 3202
1 3904 1998 3202
1 4031 1998 3203
1 5088 2002 3203
1 4202 1999 3203
1 3811 1997 3203
1 3957 1998 3209
1 3523 1996 3209
1 3644 1997 3209
1 6082 2005 3209
1 6566 2007 3209
1 4156 1999 3209
1 5056 2002 3209
1 6131 2005 3214
1 3688 1997 3214
1 5821 2004 3214
1 3412 1996 3214
1 5076 2002 3214
1 3748 1997 3221
1 4181 1999 3221
1 4390 2000 3222
1 4391 2000 3222
1 4160 1999 3222
1 3664 1997 3222
1 3978 1998 3223
1 4219 1999 3223
1 4227 1999 3224
1 4376 2000 3224
1 4039 1998 3224
1 3511 1996 3226
1 4192 1999 3232
1 4458 2000 3232
1 4058 1998 3232
1 5152 2002 3232
1 3662 1997 3236
1 5508 2003 3236
1 5068 2002 3236
1 3928 1998 3236
1 5423 2003 3237
1 3643 1997 3237
1 3445 1996 3237
1 4226 1999 3237
1 3882 1998 3237
1 4440 2000 3237
1 3465 1996 3241
1 3698 1997 3242
1 3524 1996 3245
1 5840 2004 3248
1 4007 1998 3248
1 4337 2000 3248
1 4198 1999 3248
1 3710 1997 3250
1 3481 1996 3250
1 5833 2004 3250
1 5086 2002 3250
1 4395 2000 3250
1 5834 2004 3250
1 3809 1997 3255
1 3951 1998 3255
1 4210 1999 3255
1 4173 1999 3259
1 6485 2006 3259
1 5093 2002 3259
1 5092 2002 3259
1 3448 1996 3259
1 4413 2000 3259
1 3991 1998 3259
1 5913 2004 3259
1 6158 2005 3259
1 4463 2000 3260
1 3889 1998 3260
1 3720 1997 3260
1 3474 1996 3260
1 3690 1997 3263
1 4470 2000 3265
1 5505 2003 3265
1 4025 1998 3265
1 4228 1999 3268
1 6154 2005 3268
1 6155 2005 3268
1 6397 2006 3268
1 6396 2006 3268
1 5150 2002 3268
1 5151 2002 3268
1 4026 1998 3272
1 4240 1999 3273
1 5155 2002 3279
1 3518 1996 3280
1 5132 2002 3282
1 3711 1997 3282
1 4411 2000 3282
1 3999 1998 3282
1 4336 2000 3289
1 3705 1997 3289
1 5077 2002 3289
1 5830 2004 3289
1 4196 1999 3289
1 3536 1996 3291
1 5141 2002 3291
1 5732 2004 3291
